Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY NEXT 50,01-JAN-2020,65.4,3.85,1.15
NIFTY NEXT 50,02-JAN-2020,65.96,3.89,1.14
NIFTY NEXT 50,03-JAN-2020,65.83,3.88,1.14
NIFTY NEXT 50,06-JAN-2020,64.7,3.84,1.17
NIFTY NEXT 50,07-JAN-2020,65.18,3.87,1.16
NIFTY NEXT 50,08-JAN-2020,65.21,3.87,1.16
NIFTY NEXT 50,09-JAN-2020,66.07,3.92,1.14
NIFTY NEXT 50,10-JAN-2020,66.24,3.93,1.14
NIFTY NEXT 50,13-JAN-2020,66.76,3.96,1.13
NIFTY NEXT 50,14-JAN-2020,66.77,3.97,1.13
NIFTY NEXT 50,15-JAN-2020,67.03,3.99,1.13
NIFTY NEXT 50,16-JAN-2020,67.08,3.99,1.12
NIFTY NEXT 50,17-JAN-2020,67.21,4,1.12
NIFTY NEXT 50,20-JAN-2020,66.6,3.96,1.13
NIFTY NEXT 50,21-JAN-2020,65.9,3.94,1.14
NIFTY NEXT 50,22-JAN-2020,65.83,3.9,1.13
NIFTY NEXT 50,23-JAN-2020,66.41,3.93,1.12
NIFTY NEXT 50,24-JAN-2020,66.9,3.97,1.11
NIFTY NEXT 50,27-JAN-2020,66.46,3.94,1.12
NIFTY NEXT 50,28-JAN-2020,68.49,3.91,1.13
NIFTY NEXT 50,29-JAN-2020,68.86,3.93,1.12
NIFTY NEXT 50,30-JAN-2020,67.38,3.86,1.14
NIFTY NEXT 50,31-JAN-2020,66.82,3.83,1.15
NIFTY NEXT 50,01-FEB-2020,64.56,3.7,1.19
NIFTY NEXT 50,03-FEB-2020,64.9,3.73,1.19
NIFTY NEXT 50,04-FEB-2020,66,3.81,1.16
NIFTY NEXT 50,05-FEB-2020,66.17,3.86,1.14
NIFTY NEXT 50,06-FEB-2020,68.04,3.91,1.13
NIFTY NEXT 50,07-FEB-2020,69.21,3.93,1.12
NIFTY NEXT 50,10-FEB-2020,70.04,3.92,1.13
NIFTY NEXT 50,11-FEB-2020,70.62,3.91,1.13
NIFTY NEXT 50,12-FEB-2020,70.57,3.9,1.13
NIFTY NEXT 50,13-FEB-2020,71.53,3.9,1.13
NIFTY NEXT 50,14-FEB-2020,71.89,3.86,1.15
NIFTY NEXT 50,17-FEB-2020,73.45,3.81,1.16
NIFTY NEXT 50,18-FEB-2020,73.17,3.8,1.16
NIFTY NEXT 50,19-FEB-2020,74.65,3.87,1.14
NIFTY NEXT 50,20-FEB-2020,74.76,3.88,1.14
NIFTY NEXT 50,24-FEB-2020,73.41,3.8,1.16
NIFTY NEXT 50,25-FEB-2020,72.86,3.77,1.17
NIFTY NEXT 50,26-FEB-2020,71.83,3.72,1.19
NIFTY NEXT 50,27-FEB-2020,71.66,3.71,1.19
NIFTY NEXT 50,28-FEB-2020,69.15,3.58,1.23
NIFTY NEXT 50,02-MAR-2020,69.32,3.6,1.22
NIFTY NEXT 50,03-MAR-2020,70.69,3.67,1.2
NIFTY NEXT 50,04-MAR-2020,70.15,3.65,1.21
NIFTY NEXT 50,05-MAR-2020,70.57,3.67,1.2
NIFTY NEXT 50,06-MAR-2020,69.03,3.59,1.23
NIFTY NEXT 50,09-MAR-2020,66,3.43,1.29
NIFTY NEXT 50,11-MAR-2020,65.52,3.4,1.3
NIFTY NEXT 50,12-MAR-2020,59.8,3.11,1.42
NIFTY NEXT 50,13-MAR-2020,61.5,3.2,1.38
NIFTY NEXT 50,16-MAR-2020,58.24,3.03,1.46
NIFTY NEXT 50,17-MAR-2020,57.77,3,1.47
NIFTY NEXT 50,17-MAR-2020,57.77,3,1.47
NIFTY NEXT 50,18-MAR-2020,54.94,2.85,1.54
NIFTY NEXT 50,19-MAR-2020,54.18,2.69,1.64
NIFTY NEXT 50,20-MAR-2020,56.12,2.78,1.58
NIFTY NEXT 50,23-MAR-2020,49.59,2.46,1.79
NIFTY NEXT 50,25-MAR-2020,51.92,2.57,1.71
NIFTY NEXT 50,26-MAR-2020,54.77,2.71,1.62
NIFTY NEXT 50,27-MAR-2020,54.7,2.71,1.63
NIFTY NEXT 50,30-MAR-2020,54.25,2.69,1.64
NIFTY NEXT 50,31-MAR-2020,56.53,2.79,1.56
NIFTY NEXT 50,01-APR-2020,55.32,2.73,1.6
NIFTY NEXT 50,03-APR-2020,54.61,2.7,1.62
NIFTY NEXT 50,07-APR-2020,58.1,2.87,1.52
NIFTY NEXT 50,08-APR-2020,59.27,2.92,1.49
NIFTY NEXT 50,09-APR-2020,61.3,3.03,1.44
NIFTY NEXT 50,13-APR-2020,61.21,3.02,1.44
NIFTY NEXT 50,15-APR-2020,61.71,3.05,1.43
NIFTY NEXT 50,16-APR-2020,62.17,3.07,1.42
NIFTY NEXT 50,17-APR-2020,62.95,3.11,1.41
NIFTY NEXT 50,20-APR-2020,62.63,3.09,1.41
NIFTY NEXT 50,21-APR-2020,61.64,3.04,1.44
NIFTY NEXT 50,22-APR-2020,62.46,3.08,1.42
NIFTY NEXT 50,23-APR-2020,62.62,3.09,1.41
NIFTY NEXT 50,24-APR-2020,61.53,3.03,1.44
NIFTY NEXT 50,27-APR-2020,62.78,3.1,1.41
NIFTY NEXT 50,28-APR-2020,62.71,3.09,1.41
NIFTY NEXT 50,29-APR-2020,63.59,3.12,1.4
NIFTY NEXT 50,30-APR-2020,64.88,3.18,1.37
NIFTY NEXT 50,04-MAY-2020,62.05,3.05,1.43
NIFTY NEXT 50,05-MAY-2020,61.7,3.01,1.45
NIFTY NEXT 50,06-MAY-2020,62.12,3.04,1.44
NIFTY NEXT 50,07-MAY-2020,61.45,3.01,1.45
NIFTY NEXT 50,08-MAY-2020,61.99,3.01,1.44
NIFTY NEXT 50,11-MAY-2020,62.63,3.04,1.43
NIFTY NEXT 50,12-MAY-2020,63.96,3.04,1.43
NIFTY NEXT 50,13-MAY-2020,65.08,3.07,1.41
NIFTY NEXT 50,14-MAY-2020,66.54,3.05,1.42
NIFTY NEXT 50,15-MAY-2020,66.17,3.04,1.43
NIFTY NEXT 50,19-MAY-2020,63.67,2.92,1.49
NIFTY NEXT 50,20-MAY-2020,64.9,2.98,1.46
NIFTY NEXT 50,21-MAY-2020,65.69,2.99,1.44
NIFTY NEXT 50,22-MAY-2020,61.99,2.96,1.45
NIFTY NEXT 50,26-MAY-2020,62.55,2.92,1.46
NIFTY NEXT 50,27-MAY-2020,62.62,2.92,1.46
NIFTY NEXT 50,28-MAY-2020,64.05,2.94,1.44
NIFTY NEXT 50,29-MAY-2020,65.88,3.01,1.41
NIFTY NEXT 50,01-JUN-2020,68.08,3.02,1.41
NIFTY NEXT 50,02-JUN-2020,68.52,3.04,1.4
NIFTY NEXT 50,03-JUN-2020,68.92,3.05,1.39
NIFTY NEXT 50,04-JUN-2020,71.44,3.07,1.39
NIFTY NEXT 50,05-JUN-2020,71.82,3.12,1.36
NIFTY NEXT 50,08-JUN-2020,74.44,3.13,1.36
NIFTY NEXT 50,09-JUN-2020,73.56,3.1,1.37
NIFTY NEXT 50,10-JUN-2020,73.53,3.1,1.37
NIFTY NEXT 50,11-JUN-2020,72.41,3.06,1.39
NIFTY NEXT 50,12-JUN-2020,76.34,3.09,1.38
NIFTY NEXT 50,15-JUN-2020,75.66,3.06,1.39
NIFTY NEXT 50,16-JUN-2020,75.87,3.07,1.39
NIFTY NEXT 50,17-JUN-2020,75.93,3.07,1.39
NIFTY NEXT 50,18-JUN-2020,91.04,3.08,1.38
NIFTY NEXT 50,19-JUN-2020,96.4,3.11,1.37
NIFTY NEXT 50,22-JUN-2020,97.11,3.17,1.34
NIFTY NEXT 50,23-JUN-2020,90.15,3.23,1.32
NIFTY NEXT 50,24-JUN-2020,89.2,3.2,1.33
NIFTY NEXT 50,25-JUN-2020,84.99,3.2,1.33
NIFTY NEXT 50,26-JUN-2020,30.59,3.94,1.05
NIFTY NEXT 50,29-JUN-2020,30.75,3.91,1.06
NIFTY NEXT 50,30-JUN-2020,30.76,3.9,1.06
NIFTY NEXT 50,01-JUL-2020,30.78,3.91,1.06
NIFTY NEXT 50,02-JUL-2020,31.06,3.93,1.05
NIFTY NEXT 50,03-JUL-2020,31.3,3.96,1.04
NIFTY NEXT 50,06-JUL-2020,31.44,3.98,1.04
NIFTY NEXT 50,07-JUL-2020,31.59,4,1.03
NIFTY NEXT 50,08-JUL-2020,31.48,3.99,1.04
NIFTY NEXT 50,09-JUL-2020,31.49,3.99,1.04
NIFTY NEXT 50,10-JUL-2020,31.42,3.98,1.04
NIFTY NEXT 50,13-JUL-2020,31.5,3.99,1.04
NIFTY NEXT 50,14-JUL-2020,31.27,3.95,1.05
NIFTY NEXT 50,15-JUL-2020,31.1,3.93,1.05
NIFTY NEXT 50,16-JUL-2020,31.19,3.94,1.05
NIFTY NEXT 50,17-JUL-2020,31.75,4.01,1.03
NIFTY NEXT 50,20-JUL-2020,31.97,4.04,1.02
NIFTY NEXT 50,21-JUL-2020,31.97,4.05,1.02
NIFTY NEXT 50,22-JUL-2020,31.91,4.03,1.03
NIFTY NEXT 50,23-JUL-2020,32.17,4.06,1.02
NIFTY NEXT 50,24-JUL-2020,31.8,4.01,1.03
NIFTY NEXT 50,27-JUL-2020,31.55,3.98,1.04
NIFTY NEXT 50,28-JUL-2020,31.75,4,1.02
NIFTY NEXT 50,29-JUL-2020,32.19,3.92,1.02
NIFTY NEXT 50,30-JUL-2020,32.35,3.94,1.01
NIFTY NEXT 50,31-JUL-2020,32.91,3.82,1.04
NIFTY NEXT 50,03-AUG-2020,32.66,3.8,1.05
NIFTY NEXT 50,04-AUG-2020,32.87,3.82,1.04
NIFTY NEXT 50,05-AUG-2020,32.84,3.82,1.04
NIFTY NEXT 50,06-AUG-2020,32.94,3.85,1.03
NIFTY NEXT 50,07-AUG-2020,33.32,3.85,1.03
NIFTY NEXT 50,10-AUG-2020,33.91,3.91,1.02
NIFTY NEXT 50,11-AUG-2020,32.4,3.89,1.02
NIFTY NEXT 50,12-AUG-2020,32.39,3.89,1.02
NIFTY NEXT 50,13-AUG-2020,32.83,3.91,1.02
NIFTY NEXT 50,14-AUG-2020,32.27,3.87,1.03
NIFTY NEXT 50,17-AUG-2020,32.42,3.89,1.02
NIFTY NEXT 50,18-AUG-2020,32.79,3.93,1.01
NIFTY NEXT 50,19-AUG-2020,32.84,3.94,1.01
NIFTY NEXT 50,20-AUG-2020,32.84,3.92,1.02
NIFTY NEXT 50,21-AUG-2020,32.94,3.74,0.98
NIFTY NEXT 50,24-AUG-2020,32.95,3.74,0.98
NIFTY NEXT 50,25-AUG-2020,33.91,3.75,0.98
NIFTY NEXT 50,26-AUG-2020,33.93,3.75,0.97
NIFTY NEXT 50,27-AUG-2020,34.07,3.77,0.97
NIFTY NEXT 50,28-AUG-2020,34.31,3.78,0.97
NIFTY NEXT 50,31-AUG-2020,33.14,3.62,1.01
NIFTY NEXT 50,01-SEP-2020,33.53,3.66,1
NIFTY NEXT 50,02-SEP-2020,33.97,3.7,0.99
NIFTY NEXT 50,03-SEP-2020,34.17,3.68,0.94
NIFTY NEXT 50,04-SEP-2020,33.54,3.61,0.96
NIFTY NEXT 50,07-SEP-2020,33.23,3.6,0.96
NIFTY NEXT 50,08-SEP-2020,33.01,3.57,0.97
NIFTY NEXT 50,09-SEP-2020,32.94,3.57,0.97
NIFTY NEXT 50,10-SEP-2020,33.26,3.6,0.96
NIFTY NEXT 50,11-SEP-2020,33.55,3.64,0.95
NIFTY NEXT 50,14-SEP-2020,33.51,3.63,0.95
NIFTY NEXT 50,15-SEP-2020,33.83,3.61,1.07
NIFTY NEXT 50,16-SEP-2020,33.99,3.58,1.27
NIFTY NEXT 50,17-SEP-2020,33.8,3.56,1.27
NIFTY NEXT 50,18-SEP-2020,34.02,3.57,1.27
NIFTY NEXT 50,21-SEP-2020,32.93,3.45,1.31
NIFTY NEXT 50,22-SEP-2020,32.54,3.41,1.33
NIFTY NEXT 50,23-SEP-2020,32.46,3.41,1.33
NIFTY NEXT 50,24-SEP-2020,31.73,3.33,1.36
NIFTY NEXT 50,25-SEP-2020,34.8,3.59,1.36
NIFTY NEXT 50,28-SEP-2020,35.58,3.67,1.33
NIFTY NEXT 50,29-SEP-2020,35.42,3.65,1.34
NIFTY NEXT 50,30-SEP-2020,35.64,3.67,1.33
NIFTY NEXT 50,01-OCT-2020,35.93,3.7,1.32
NIFTY NEXT 50,05-OCT-2020,36.02,3.71,1.31
NIFTY NEXT 50,06-OCT-2020,36.15,3.73,1.31
NIFTY NEXT 50,07-OCT-2020,36.06,3.72,1.31
NIFTY NEXT 50,08-OCT-2020,36.24,3.74,1.31
NIFTY NEXT 50,09-OCT-2020,36.14,3.73,1.31
NIFTY NEXT 50,12-OCT-2020,35.99,3.71,1.32
NIFTY NEXT 50,13-OCT-2020,35.84,3.69,1.32
NIFTY NEXT 50,14-OCT-2020,36.1,3.72,1.31
NIFTY NEXT 50,15-OCT-2020,35.49,3.66,1.33
NIFTY NEXT 50,16-OCT-2020,35.8,3.69,1.32
NIFTY NEXT 50,19-OCT-2020,36.1,3.72,1.31
NIFTY NEXT 50,20-OCT-2020,36.22,3.73,1.31
NIFTY NEXT 50,21-OCT-2020,36.09,3.72,1.31
NIFTY NEXT 50,22-OCT-2020,36.06,3.72,1.31
NIFTY NEXT 50,23-OCT-2020,36.14,3.73,1.31
NIFTY NEXT 50,26-OCT-2020,36.06,3.68,1.33
NIFTY NEXT 50,27-OCT-2020,36.57,3.73,1.31
NIFTY NEXT 50,28-OCT-2020,36.29,3.7,1.32
NIFTY NEXT 50,29-OCT-2020,36.46,3.72,1.31
NIFTY NEXT 50,30-OCT-2020,36.4,3.71,1.31
NIFTY NEXT 50,02-NOV-2020,36.53,3.73,1.31
NIFTY NEXT 50,03-NOV-2020,37.44,3.75,1.3
NIFTY NEXT 50,04-NOV-2020,37.76,3.77,1.29
NIFTY NEXT 50,05-NOV-2020,38.25,3.83,1.28
NIFTY NEXT 50,06-NOV-2020,37.19,3.84,1.27
NIFTY NEXT 50,09-NOV-2020,37.09,3.9,1.25
NIFTY NEXT 50,10-NOV-2020,36.89,3.87,1.26
NIFTY NEXT 50,11-NOV-2020,37.32,3.92,1.25
NIFTY NEXT 50,12-NOV-2020,37.42,3.94,1.24
NIFTY NEXT 50,13-NOV-2020,37.44,3.97,1.23
NIFTY NEXT 50,14-NOV-2020,37.61,3.99,1.22
NIFTY NEXT 50,17-NOV-2020,37.37,4.03,1.21
NIFTY NEXT 50,18-NOV-2020,37.31,4.04,1.21
NIFTY NEXT 50,19-NOV-2020,37.04,4.01,1.22
NIFTY NEXT 50,19-NOV-2020,37.04,4.01,1.22
NIFTY NEXT 50,20-NOV-2020,37.51,4.06,1.2
NIFTY NEXT 50,23-NOV-2020,37.84,4.1,1.19
NIFTY NEXT 50,24-NOV-2020,38.04,4.12,1.19
NIFTY NEXT 50,25-NOV-2020,37.46,4.05,1.2
NIFTY NEXT 50,26-NOV-2020,37.8,4.09,1.19
NIFTY NEXT 50,27-NOV-2020,37.98,4.11,1.18
