Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY MIDCAP 50,01-JAN-2025,50.25,5.81,0.77
NIFTY MIDCAP 50,02-JAN-2025,50.84,5.88,0.76
NIFTY MIDCAP 50,03-JAN-2025,50.65,5.86,0.76
NIFTY MIDCAP 50,06-JAN-2025,49.3,5.7,0.78
NIFTY MIDCAP 50,07-JAN-2025,49.67,5.74,0.77
NIFTY MIDCAP 50,08-JAN-2025,49.12,5.68,0.78
NIFTY MIDCAP 50,09-JAN-2025,48.75,5.64,0.79
NIFTY MIDCAP 50,10-JAN-2025,47.79,5.52,0.81
NIFTY MIDCAP 50,13-JAN-2025,45.86,5.3,0.84
NIFTY MIDCAP 50,14-JAN-2025,46.86,5.42,0.82
NIFTY MIDCAP 50,15-JAN-2025,47.07,5.44,0.82
NIFTY MIDCAP 50,16-JAN-2025,47.27,5.48,0.81
NIFTY MIDCAP 50,17-JAN-2025,47.29,5.48,0.81
NIFTY MIDCAP 50,20-JAN-2025,47.86,5.54,0.8
NIFTY MIDCAP 50,21-JAN-2025,46.69,5.42,0.82
NIFTY MIDCAP 50,22-JAN-2025,45.9,5.35,0.83
NIFTY MIDCAP 50,23-JAN-2025,46.63,5.43,0.82
NIFTY MIDCAP 50,24-JAN-2025,45.86,5.37,0.83
NIFTY MIDCAP 50,27-JAN-2025,42.27,5.22,0.85
NIFTY MIDCAP 50,28-JAN-2025,41.65,5.19,0.86
NIFTY MIDCAP 50,29-JAN-2025,42.69,5.31,0.84
NIFTY MIDCAP 50,30-JAN-2025,42.3,5.31,0.83
NIFTY MIDCAP 50,31-JAN-2025,42.94,5.41,0.83
NIFTY MIDCAP 50,01-FEB-2025,42.87,5.4,0.83
NIFTY MIDCAP 50,03-FEB-2025,40.85,5.37,0.83
NIFTY MIDCAP 50,04-FEB-2025,41.52,5.45,0.82
NIFTY MIDCAP 50,05-FEB-2025,41.79,5.48,0.81
NIFTY MIDCAP 50,06-FEB-2025,41.2,5.41,0.83
NIFTY MIDCAP 50,07-FEB-2025,41.31,5.43,0.78
NIFTY MIDCAP 50,10-FEB-2025,40.4,5.31,0.8
NIFTY MIDCAP 50,11-FEB-2025,39.23,5.16,0.82
NIFTY MIDCAP 50,12-FEB-2025,39.13,5.15,0.82
NIFTY MIDCAP 50,13-FEB-2025,39.2,5.16,0.82
