Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY FMCG,01-JAN-2026,39.45,9.69,2.06
NIFTY FMCG,02-JAN-2026,38.98,9.58,2.09
NIFTY FMCG,05-JAN-2026,39.25,9.64,2.07
NIFTY FMCG,06-JAN-2026,39.34,9.67,2.07
NIFTY FMCG,07-JAN-2026,39.29,9.65,2.07
NIFTY FMCG,08-JAN-2026,38.93,9.57,2.09
NIFTY FMCG,09-JAN-2026,38.51,9.46,2.11
NIFTY FMCG,12-JAN-2026,38.74,9.52,2.1
NIFTY FMCG,13-JAN-2026,38.61,9.49,2.11
NIFTY FMCG,14-JAN-2026,38.38,9.43,2.12
NIFTY FMCG,16-JAN-2026,38.3,9.41,2.12
NIFTY FMCG,19-JAN-2026,38.55,9.47,2.11
NIFTY FMCG,20-JAN-2026,37.98,9.33,2.14
NIFTY FMCG,21-JAN-2026,37.75,9.28,2.15
NIFTY FMCG,22-JAN-2026,38.13,9.38,2.13
NIFTY FMCG,23-JAN-2026,37.9,9.32,2.14
NIFTY FMCG,27-JAN-2026,37.62,9.27,2.17
NIFTY FMCG,28-JAN-2026,37.36,9.2,2.19
NIFTY FMCG,29-JAN-2026,36.9,9.12,2.21
NIFTY FMCG,30-JAN-2026,37.4,9.24,2.2
NIFTY FMCG,01-FEB-2026,36.19,9.03,2.25
NIFTY FMCG,02-FEB-2026,36.61,9.14,2.22
NIFTY FMCG,03-FEB-2026,36.74,9.17,2.2
NIFTY FMCG,04-FEB-2026,36.61,9.14,2.2
NIFTY FMCG,05-FEB-2026,36.44,9.1,2.2
NIFTY FMCG,06-FEB-2026,37.24,9.31,2.2
NIFTY FMCG,09-FEB-2026,37.36,9.34,2.13
NIFTY FMCG,10-FEB-2026,37.42,9.35,2.14
NIFTY FMCG,11-FEB-2026,37.44,9.36,2.14
NIFTY FMCG,12-FEB-2026,37.18,9.31,1.58
NIFTY FMCG,13-FEB-2026,36.37,9.13,1.61
NIFTY FMCG,16-FEB-2026,37.1,9.21,1.6
NIFTY FMCG,17-FEB-2026,37.43,9.29,1.58
NIFTY FMCG,18-FEB-2026,37.88,9.4,1.57
NIFTY FMCG,19-FEB-2026,37.21,9.24,1.59
NIFTY FMCG,20-FEB-2026,37.42,9.29,1.58
NIFTY FMCG,23-FEB-2026,37.69,9.35,1.57
NIFTY FMCG,24-FEB-2026,37.67,9.35,1.57
NIFTY FMCG,25-FEB-2026,37.58,9.33,1.58
NIFTY FMCG,26-FEB-2026,37.52,9.31,1.58
NIFTY FMCG,27-FEB-2026,36.89,9.16,1.61
NIFTY FMCG,02-MAR-2026,36.6,9.09,1.62
NIFTY FMCG,04-MAR-2026,35.92,8.91,1.65
NIFTY FMCG,05-MAR-2026,36.06,8.95,1.64
NIFTY FMCG,06-MAR-2026,36.04,8.95,1.65
NIFTY FMCG,09-MAR-2026,35.48,8.81,1.67
NIFTY FMCG,10-MAR-2026,35.78,8.88,1.66
NIFTY FMCG,11-MAR-2026,35.38,8.78,1.68
NIFTY FMCG,12-MAR-2026,34.76,8.63,1.71
NIFTY FMCG,13-MAR-2026,34.56,8.58,1.72
NIFTY FMCG,16-MAR-2026,34.96,8.68,1.7
NIFTY FMCG,17-MAR-2026,34.69,8.52,1.71
NIFTY FMCG,18-MAR-2026,34.68,8.52,1.71
NIFTY FMCG,19-MAR-2026,33.8,8.3,1.75
NIFTY FMCG,20-MAR-2026,33.9,8.33,1.75
NIFTY FMCG,23-MAR-2026,33.06,8.12,1.79
NIFTY FMCG,24-MAR-2026,33.47,8.22,1.77
NIFTY FMCG,25-MAR-2026,34.1,8.38,1.74
NIFTY FMCG,27-MAR-2026,33.48,8.22,1.77
NIFTY FMCG,30-MAR-2026,32.56,8.02,1.81
NIFTY FMCG,01-APR-2026,32.98,8.13,1.79
NIFTY FMCG,02-APR-2026,33.05,8.15,1.79
