Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY AUTO,01-JAN-2025,22.58,4.75,0.97
NIFTY AUTO,02-JAN-2025,23.44,4.93,0.94
NIFTY AUTO,03-JAN-2025,23.43,4.93,0.94
NIFTY AUTO,06-JAN-2025,22.92,4.82,0.96
NIFTY AUTO,07-JAN-2025,22.92,4.82,0.96
NIFTY AUTO,08-JAN-2025,22.81,4.8,0.96
NIFTY AUTO,09-JAN-2025,22.75,4.79,0.96
NIFTY AUTO,10-JAN-2025,22.46,4.73,0.98
NIFTY AUTO,13-JAN-2025,21.84,4.6,1
NIFTY AUTO,14-JAN-2025,22.28,4.69,0.98
NIFTY AUTO,15-JAN-2025,22.17,4.66,0.99
NIFTY AUTO,16-JAN-2025,22.31,4.69,0.98
NIFTY AUTO,17-JAN-2025,22.24,4.68,0.99
NIFTY AUTO,20-JAN-2025,22.13,4.66,0.99
NIFTY AUTO,21-JAN-2025,21.77,4.58,1.01
NIFTY AUTO,22-JAN-2025,21.74,4.57,1.01
NIFTY AUTO,23-JAN-2025,21.98,4.62,1
NIFTY AUTO,24-JAN-2025,21.64,4.55,1.01
NIFTY AUTO,27-JAN-2025,21.44,4.51,1.02
NIFTY AUTO,28-JAN-2025,21.7,4.57,1.01
NIFTY AUTO,29-JAN-2025,22.02,4.64,1
NIFTY AUTO,30-JAN-2025,21.89,4.62,1
NIFTY AUTO,31-JAN-2025,22.16,4.7,0.99
NIFTY AUTO,01-FEB-2025,22.58,4.79,0.97
NIFTY AUTO,03-FEB-2025,22.6,4.79,0.96
NIFTY AUTO,04-FEB-2025,22.8,4.83,0.96
NIFTY AUTO,05-FEB-2025,22.79,4.83,0.96
NIFTY AUTO,06-FEB-2025,22.57,4.78,0.96
NIFTY AUTO,07-FEB-2025,22.73,4.82,0.96
NIFTY AUTO,10-FEB-2025,22.47,4.75,0.97
NIFTY AUTO,11-FEB-2025,21.74,4.64,1
NIFTY AUTO,12-FEB-2025,21.64,4.6,1.13
NIFTY AUTO,13-FEB-2025,21.58,4.58,1.13
NIFTY AUTO,14-FEB-2025,21.28,4.53,1.15
