Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY METAL,01-JAN-2021,17.74,1.45,2.58
NIFTY METAL,04-JAN-2021,18.65,1.53,2.45
NIFTY METAL,05-JAN-2021,18.38,1.5,2.49
NIFTY METAL,06-JAN-2021,18.62,1.52,2.46
NIFTY METAL,07-JAN-2021,19.33,1.58,2.37
NIFTY METAL,08-JAN-2021,19.22,1.57,2.38
NIFTY METAL,11-JAN-2021,19.02,1.56,2.41
NIFTY METAL,12-JAN-2021,19.11,1.56,2.39
NIFTY METAL,13-JAN-2021,19.18,1.57,2.39
NIFTY METAL,14-JAN-2021,18.99,1.55,2.41
NIFTY METAL,15-JAN-2021,18.78,1.54,2.44
NIFTY METAL,18-JAN-2021,18.02,1.47,2.54
NIFTY METAL,19-JAN-2021,18.54,1.52,2.47
NIFTY METAL,20-JAN-2021,18.71,1.53,2.45
NIFTY METAL,21-JAN-2021,18.31,1.5,2.5
NIFTY METAL,22-JAN-2021,17.54,1.44,2.6
NIFTY METAL,25-JAN-2021,16.35,1.44,2.6
NIFTY METAL,27-JAN-2021,14.9,1.41,2.66
NIFTY METAL,28-JAN-2021,14.81,1.4,2.68
NIFTY METAL,29-JAN-2021,14.53,1.37,2.73
NIFTY METAL,01-FEB-2021,15.2,1.44,2.6
NIFTY METAL,02-FEB-2021,14.86,1.44,2.53
NIFTY METAL,03-FEB-2021,15.11,1.47,2.49
NIFTY METAL,04-FEB-2021,15.42,1.5,2.44
NIFTY METAL,05-FEB-2021,15.52,1.51,2.42
NIFTY METAL,08-FEB-2021,16.01,1.56,2.34
NIFTY METAL,09-FEB-2021,15.84,1.54,2.37
NIFTY METAL,10-FEB-2021,15.58,1.54,2.37
NIFTY METAL,11-FEB-2021,14.5,1.56,2.35
NIFTY METAL,12-FEB-2021,14.16,1.53,2.39
NIFTY METAL,15-FEB-2021,12.81,1.52,2.4
NIFTY METAL,16-FEB-2021,13.08,1.57,2.33
NIFTY METAL,17-FEB-2021,13.1,1.57,2.33
NIFTY METAL,18-FEB-2021,13.27,1.59,2.3
NIFTY METAL,19-FEB-2021,13.01,1.56,2.34
NIFTY METAL,22-FEB-2021,13.22,1.58,2.31
NIFTY METAL,23-FEB-2021,13.73,1.65,2.22
NIFTY METAL,24-FEB-2021,13.84,1.66,2.2
NIFTY METAL,25-FEB-2021,14.39,1.72,2.12
NIFTY METAL,26-FEB-2021,14,1.68,2.18
NIFTY METAL,01-MAR-2021,14.27,1.71,2.14
NIFTY METAL,02-MAR-2021,14.39,1.72,2.12
NIFTY METAL,03-MAR-2021,14.87,1.78,2.05
NIFTY METAL,04-MAR-2021,14.57,1.75,2.09
NIFTY METAL,05-MAR-2021,14.17,1.7,2.15
NIFTY METAL,08-MAR-2021,14.29,1.71,2.14
NIFTY METAL,09-MAR-2021,13.93,1.67,2.19
NIFTY METAL,10-MAR-2021,14.19,1.7,2.15
NIFTY METAL,12-MAR-2021,14.07,1.69,2.17
NIFTY METAL,15-MAR-2021,14.21,1.7,2.15
NIFTY METAL,16-MAR-2021,14.09,1.69,2.16
NIFTY METAL,17-MAR-2021,13.75,1.65,2.22
NIFTY METAL,18-MAR-2021,13.75,1.65,2.22
NIFTY METAL,19-MAR-2021,14.04,1.68,2.17
NIFTY METAL,22-MAR-2021,14.12,1.69,2.16
NIFTY METAL,23-MAR-2021,14.03,1.68,2.17
NIFTY METAL,24-MAR-2021,13.58,1.63,2.25
NIFTY METAL,25-MAR-2021,13.58,1.63,2.25
NIFTY METAL,26-MAR-2021,14.08,1.69,2.17
NIFTY METAL,30-MAR-2021,14.47,1.73,2.11
NIFTY METAL,31-MAR-2021,27.26,1.78,2.38
NIFTY METAL,01-APR-2021,28.71,1.88,2.26
NIFTY METAL,05-APR-2021,28.96,1.89,2.24
NIFTY METAL,06-APR-2021,29.38,1.92,2.21
NIFTY METAL,07-APR-2021,29.64,1.94,2.19
NIFTY METAL,08-APR-2021,30.8,2.01,2.1
NIFTY METAL,09-APR-2021,30.61,2,2.12
NIFTY METAL,12-APR-2021,28.76,1.88,2.25
NIFTY METAL,13-APR-2021,29.73,1.94,2.18
NIFTY METAL,15-APR-2021,30.14,1.97,2.15
NIFTY METAL,16-APR-2021,30.39,1.99,2.13
NIFTY METAL,19-APR-2021,30.08,1.99,2.15
NIFTY METAL,20-APR-2021,30.21,1.99,2.14
NIFTY METAL,22-APR-2021,30.74,2.03,2.1
NIFTY METAL,23-APR-2021,30.64,2.02,2.11
NIFTY METAL,26-APR-2021,31.26,2.06,2.07
NIFTY METAL,27-APR-2021,32.1,2.12,2.01
NIFTY METAL,28-APR-2021,32.01,2.11,2.02
NIFTY METAL,29-APR-2021,33.26,2.21,1.93
NIFTY METAL,30-APR-2021,33.21,2.2,1.93
NIFTY METAL,03-MAY-2021,33.92,2.25,1.89
NIFTY METAL,04-MAY-2021,33.71,2.24,1.9
NIFTY METAL,05-MAY-2021,34.04,2.26,1.89
NIFTY METAL,06-MAY-2021,34.9,2.32,1.84
NIFTY METAL,07-MAY-2021,24.74,2.43,1.76
NIFTY METAL,10-MAY-2021,24.09,2.55,1.66
NIFTY METAL,11-MAY-2021,23.87,2.52,1.68
NIFTY METAL,12-MAY-2021,23.16,2.45,1.73
NIFTY METAL,14-MAY-2021,22.29,2.36,1.79
NIFTY METAL,17-MAY-2021,16.09,2.41,1.75
NIFTY METAL,18-MAY-2021,16.35,2.45,1.73
NIFTY METAL,19-MAY-2021,16.21,2.43,1.64
NIFTY METAL,20-MAY-2021,15.68,2.35,1.69
NIFTY METAL,21-MAY-2021,15.75,2.36,1.69
NIFTY METAL,24-MAY-2021,15.66,2.35,1.7
NIFTY METAL,25-MAY-2021,14.35,2.36,1.68
NIFTY METAL,26-MAY-2021,14.09,2.32,1.72
NIFTY METAL,27-MAY-2021,14.19,2.33,1.7
NIFTY METAL,28-MAY-2021,14.23,2.34,1.7
NIFTY METAL,31-MAY-2021,14.53,2.39,1.66
NIFTY METAL,01-JUN-2021,14.42,2.37,1.68
NIFTY METAL,02-JUN-2021,14.73,2.42,1.64
NIFTY METAL,03-JUN-2021,14.83,2.44,1.63
NIFTY METAL,04-JUN-2021,15.02,2.47,1.61
NIFTY METAL,07-JUN-2021,14.93,2.46,1.62
NIFTY METAL,08-JUN-2021,14.77,2.43,1.63
NIFTY METAL,09-JUN-2021,14.64,2.41,1.65
NIFTY METAL,10-JUN-2021,14.79,2.44,1.63
NIFTY METAL,11-JUN-2021,15.19,2.5,1.59
NIFTY METAL,14-JUN-2021,15.09,2.49,1.6
NIFTY METAL,15-JUN-2021,14.93,2.48,1.6
NIFTY METAL,16-JUN-2021,14.51,2.41,1.65
NIFTY METAL,17-JUN-2021,14.17,2.36,2.18
NIFTY METAL,18-JUN-2021,14.04,2.34,2.2
NIFTY METAL,21-JUN-2021,14.2,2.24,2.18
NIFTY METAL,22-JUN-2021,14.24,2.24,2.17
NIFTY METAL,23-JUN-2021,14.08,2.22,2.2
NIFTY METAL,24-JUN-2021,13.76,2.23,2.18
NIFTY METAL,28-JUN-2021,14.3,2.32,2.1
NIFTY METAL,29-JUN-2021,14.12,2.29,2.13
NIFTY METAL,30-JUN-2021,13.92,2.29,2.13
