Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY 50,03-JAN-2022,24.49,4.44,1.17
NIFTY 50,04-JAN-2022,24.74,4.49,1.16
NIFTY 50,05-JAN-2022,24.91,4.52,1.15
NIFTY 50,06-JAN-2022,24.66,4.47,1.16
NIFTY 50,07-JAN-2022,24.75,4.49,1.16
NIFTY 50,10-JAN-2022,25.01,4.54,1.14
NIFTY 50,11-JAN-2022,25.09,4.55,1.14
NIFTY 50,12-JAN-2022,25.3,4.59,1.13
NIFTY 50,13-JAN-2022,25.37,4.6,1.13
NIFTY 50,14-JAN-2022,25.3,4.6,1.12
NIFTY 50,17-JAN-2022,25.37,4.61,1.12
NIFTY 50,18-JAN-2022,25,4.56,1.13
NIFTY 50,19-JAN-2022,24.76,4.52,1.15
NIFTY 50,20-JAN-2022,24.47,4.47,1.18
NIFTY 50,21-JAN-2022,24.29,4.44,1.18
NIFTY 50,24-JAN-2022,23.63,4.32,1.21
NIFTY 50,25-JAN-2022,23.47,4.35,1.2
NIFTY 50,27-JAN-2022,23.09,4.31,1.21
NIFTY 50,28-JAN-2022,23.1,4.31,1.21
NIFTY 50,31-JAN-2022,23.42,4.37,1.2
NIFTY 50,01-FEB-2022,23.62,4.43,1.18
NIFTY 50,02-FEB-2022,23.95,4.48,1.17
NIFTY 50,03-FEB-2022,23.65,4.42,1.21
NIFTY 50,04-FEB-2022,23.56,4.41,1.21
NIFTY 50,07-FEB-2022,23.11,4.34,1.23
NIFTY 50,08-FEB-2022,22.83,4.35,1.23
NIFTY 50,09-FEB-2022,23.09,4.4,1.2
NIFTY 50,10-FEB-2022,22.98,4.44,1.2
NIFTY 50,11-FEB-2022,22.68,4.38,1.2
NIFTY 50,14-FEB-2022,21.85,4.24,1.3
NIFTY 50,15-FEB-2022,22.36,4.37,1.25
NIFTY 50,16-FEB-2022,22.27,4.36,1.28
NIFTY 50,17-FEB-2022,22.25,4.36,1.25
NIFTY 50,18-FEB-2022,22.21,4.35,1.25
NIFTY 50,21-FEB-2022,22.12,4.34,1.29
NIFTY 50,22-FEB-2022,21.97,4.31,1.24
NIFTY 50,23-FEB-2022,21.94,4.3,1.24
NIFTY 50,24-FEB-2022,20.89,4.09,1.3
NIFTY 50,25-FEB-2022,21.42,4.2,1.27
NIFTY 50,28-FEB-2022,21.59,4.23,1.26
NIFTY 50,02-MAR-2022,21.35,4.18,1.27
NIFTY 50,03-MAR-2022,21.21,4.16,1.28
NIFTY 50,04-MAR-2022,20.89,4.09,1.3
NIFTY 50,07-MAR-2022,20.39,4,1.33
NIFTY 50,08-MAR-2022,20.59,4.03,1.31
NIFTY 50,09-MAR-2022,21.01,4.12,1.28
