Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY FMCG,03-JAN-2022,39.8,9.37,2.08
NIFTY FMCG,04-JAN-2022,40,9.42,2.06
NIFTY FMCG,05-JAN-2022,40.12,9.45,2.06
NIFTY FMCG,06-JAN-2022,39.81,9.38,2.07
NIFTY FMCG,07-JAN-2022,40.07,9.44,2.06
NIFTY FMCG,10-JAN-2022,40.2,9.47,2.05
NIFTY FMCG,11-JAN-2022,40.05,9.43,2.06
NIFTY FMCG,12-JAN-2022,40.21,9.47,2.05
NIFTY FMCG,13-JAN-2022,40.31,9.49,2.05
NIFTY FMCG,14-JAN-2022,40.02,9.43,2.06
NIFTY FMCG,17-JAN-2022,40.2,9.47,2.05
NIFTY FMCG,18-JAN-2022,39.69,9.35,2.08
NIFTY FMCG,19-JAN-2022,39.27,9.25,2.1
NIFTY FMCG,20-JAN-2022,38.82,9.14,2.13
NIFTY FMCG,21-JAN-2022,38.96,9.18,2.12
NIFTY FMCG,24-JAN-2022,37.76,8.96,2.17
NIFTY FMCG,25-JAN-2022,38.23,9.07,2.14
NIFTY FMCG,27-JAN-2022,37.79,8.96,2.17
NIFTY FMCG,28-JAN-2022,38.01,9.02,2.16
NIFTY FMCG,31-JAN-2022,38.3,9.09,2.14
NIFTY FMCG,01-FEB-2022,39.15,9.27,2.1
NIFTY FMCG,02-FEB-2022,39.57,9.37,2.08
NIFTY FMCG,03-FEB-2022,39.47,9.34,2.08
NIFTY FMCG,04-FEB-2022,39.44,9.35,2.11
NIFTY FMCG,07-FEB-2022,37.87,9.16,2.15
NIFTY FMCG,08-FEB-2022,37.88,9.16,2.17
NIFTY FMCG,09-FEB-2022,37.97,9.19,2.16
NIFTY FMCG,10-FEB-2022,38.08,9.22,2.15
NIFTY FMCG,11-FEB-2022,37.76,9.14,2.17
NIFTY FMCG,14-FEB-2022,36.72,8.89,2.87
NIFTY FMCG,15-FEB-2022,37.52,9.08,2.81
NIFTY FMCG,16-FEB-2022,37.54,9.09,2.81
NIFTY FMCG,17-FEB-2022,37.66,9.12,2.8
NIFTY FMCG,18-FEB-2022,37.58,9.1,2.8
NIFTY FMCG,21-FEB-2022,37.34,9.02,2.83
NIFTY FMCG,22-FEB-2022,37.01,8.94,2.25
NIFTY FMCG,23-FEB-2022,37.07,8.96,2.25
NIFTY FMCG,24-FEB-2022,35.83,8.66,2.33
