Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY IT,01-JAN-2024,29.9,7.75,2.31
NIFTY IT,02-JAN-2024,29.55,7.66,2.34
NIFTY IT,03-JAN-2024,28.81,7.47,2.4
NIFTY IT,04-JAN-2024,28.82,7.47,2.4
NIFTY IT,05-JAN-2024,29.19,7.57,2.37
NIFTY IT,08-JAN-2024,28.91,7.49,2.39
NIFTY IT,09-JAN-2024,29.03,7.53,2.38
NIFTY IT,10-JAN-2024,29.17,7.56,2.37
NIFTY IT,11-JAN-2024,29.09,7.54,2.38
NIFTY IT,12-JAN-2024,30.59,7.93,2.26
NIFTY IT,15-JAN-2024,31.36,8.08,2.22
NIFTY IT,16-JAN-2024,30.96,7.97,1.77
NIFTY IT,17-JAN-2024,31.15,8.03,1.76
NIFTY IT,18-JAN-2024,30.95,7.98,1.77
NIFTY IT,19-JAN-2024,31.18,8.05,1.94
NIFTY IT,20-JAN-2024,30.87,7.97,1.95
NIFTY IT,23-JAN-2024,30.72,7.93,1.96
NIFTY IT,24-JAN-2024,31.15,8.05,1.93
NIFTY IT,25-JAN-2024,30.65,7.92,1.95
NIFTY IT,29-JAN-2024,31.23,7.93,1.95
NIFTY IT,30-JAN-2024,31.1,7.9,1.97
NIFTY IT,31-JAN-2024,31.32,7.96,1.94
NIFTY IT,01-FEB-2024,31.23,7.93,1.94
NIFTY IT,02-FEB-2024,31.9,8.1,1.9
NIFTY IT,05-FEB-2024,31.79,8.07,1.91
NIFTY IT,06-FEB-2024,32.71,8.3,1.86
NIFTY IT,07-FEB-2024,32.3,8.2,1.88
NIFTY IT,08-FEB-2024,32.38,8.22,1.88
NIFTY IT,09-FEB-2024,32.24,8.19,1.88
NIFTY IT,12-FEB-2024,32.5,8.25,1.87
NIFTY IT,13-FEB-2024,32.68,8.3,1.86
NIFTY IT,14-FEB-2024,32.31,8.2,1.88
NIFTY IT,15-FEB-2024,32.5,8.25,1.87
NIFTY IT,16-FEB-2024,32.91,8.35,1.85
NIFTY IT,19-FEB-2024,32.81,8.33,1.85
NIFTY IT,20-FEB-2024,32.53,8.26,1.87
NIFTY IT,21-FEB-2024,31.99,8.12,1.9
NIFTY IT,22-FEB-2024,32.61,8.28,1.86
NIFTY IT,23-FEB-2024,32.54,8.26,1.87
NIFTY IT,26-FEB-2024,32.16,8.16,1.89
NIFTY IT,27-FEB-2024,32.39,8.22,1.88
NIFTY IT,28-FEB-2024,32.28,8.19,1.88
NIFTY IT,29-FEB-2024,32.26,8.19,1.88
NIFTY IT,01-MAR-2024,32.09,8.15,1.89
NIFTY IT,02-MAR-2024,32.17,8.17,1.89
NIFTY IT,04-MAR-2024,31.92,8.1,1.9
NIFTY IT,05-MAR-2024,31.41,7.97,1.93
NIFTY IT,06-MAR-2024,31.65,8.03,1.92
NIFTY IT,07-MAR-2024,31.73,8.06,1.91
NIFTY IT,11-MAR-2024,31.64,8.03,1.92
NIFTY IT,12-MAR-2024,31.84,8.08,1.91
NIFTY IT,13-MAR-2024,31.6,8.02,1.92
NIFTY IT,14-MAR-2024,32.23,8.18,1.88
NIFTY IT,15-MAR-2024,32.08,8.14,1.89
NIFTY IT,18-MAR-2024,31.55,8.01,1.93
NIFTY IT,19-MAR-2024,30.63,7.78,1.98
NIFTY IT,20-MAR-2024,30.58,7.76,1.99
NIFTY IT,21-MAR-2024,30.81,7.82,1.97
