Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY NEXT 50,01-JAN-2024,25.68,4.29,1.41
NIFTY NEXT 50,02-JAN-2024,25.62,4.28,1.41
NIFTY NEXT 50,03-JAN-2024,25.81,4.31,1.38
NIFTY NEXT 50,04-JAN-2024,26.14,4.37,1.36
NIFTY NEXT 50,05-JAN-2024,26.11,4.36,1.37
NIFTY NEXT 50,08-JAN-2024,25.84,4.32,1.38
NIFTY NEXT 50,09-JAN-2024,25.95,4.34,1.37
NIFTY NEXT 50,10-JAN-2024,26,4.35,1.37
NIFTY NEXT 50,11-JAN-2024,26.25,4.39,1.36
NIFTY NEXT 50,12-JAN-2024,26.32,4.4,1.36
NIFTY NEXT 50,15-JAN-2024,26.41,4.42,1.35
NIFTY NEXT 50,16-JAN-2024,26.36,4.41,1.35
NIFTY NEXT 50,17-JAN-2024,26.06,4.36,1.37
NIFTY NEXT 50,18-JAN-2024,25.94,4.34,1.37
NIFTY NEXT 50,19-JAN-2024,26.3,4.4,1.36
NIFTY NEXT 50,20-JAN-2024,26.31,4.4,1.36
NIFTY NEXT 50,23-JAN-2024,25.62,4.28,1.39
NIFTY NEXT 50,24-JAN-2024,26.05,4.36,1.37
NIFTY NEXT 50,25-JAN-2024,26.04,4.36,1.36
NIFTY NEXT 50,29-JAN-2024,25.34,4.42,1.34
NIFTY NEXT 50,30-JAN-2024,25.05,4.41,1.35
NIFTY NEXT 50,31-JAN-2024,24.78,4.44,1.34
NIFTY NEXT 50,01-FEB-2024,24.89,4.46,1.34
NIFTY NEXT 50,02-FEB-2024,24.69,4.5,1.32
NIFTY NEXT 50,05-FEB-2024,24.57,4.47,1.22
NIFTY NEXT 50,06-FEB-2024,24.68,4.53,1.31
NIFTY NEXT 50,07-FEB-2024,25.08,4.61,1.29
NIFTY NEXT 50,08-FEB-2024,25.19,4.63,1.28
NIFTY NEXT 50,09-FEB-2024,25.04,4.61,1.31
NIFTY NEXT 50,12-FEB-2024,24.51,4.52,1.33
NIFTY NEXT 50,13-FEB-2024,24.72,4.57,1.32
NIFTY NEXT 50,14-FEB-2024,25.04,4.63,1.3
NIFTY NEXT 50,15-FEB-2024,25.22,4.67,1.29
NIFTY NEXT 50,16-FEB-2024,25.36,4.7,1.27
NIFTY NEXT 50,19-FEB-2024,25.39,4.71,1.27
NIFTY NEXT 50,20-FEB-2024,25.39,4.71,1.29
NIFTY NEXT 50,21-FEB-2024,25.26,4.69,1.31
NIFTY NEXT 50,22-FEB-2024,25.52,4.74,1.28
NIFTY NEXT 50,23-FEB-2024,25.59,4.75,1.28
NIFTY NEXT 50,26-FEB-2024,25.61,4.75,1.28
NIFTY NEXT 50,27-FEB-2024,25.59,4.75,1.28
NIFTY NEXT 50,28-FEB-2024,25.26,4.69,1.3
NIFTY NEXT 50,29-FEB-2024,25.52,4.74,1.29
NIFTY NEXT 50,01-MAR-2024,25.74,4.78,1.27
NIFTY NEXT 50,02-MAR-2024,25.86,4.8,1.27
NIFTY NEXT 50,04-MAR-2024,25.93,4.81,1.27
NIFTY NEXT 50,05-MAR-2024,25.95,4.82,1.26
NIFTY NEXT 50,06-MAR-2024,25.87,4.8,1.29
NIFTY NEXT 50,07-MAR-2024,26.09,4.84,1.28
NIFTY NEXT 50,11-MAR-2024,26.09,4.84,1.26
NIFTY NEXT 50,12-MAR-2024,25.68,4.77,1.28
NIFTY NEXT 50,13-MAR-2024,24.72,4.59,1.33
NIFTY NEXT 50,14-MAR-2024,25.31,4.7,1.3
NIFTY NEXT 50,15-MAR-2024,25.11,4.66,1.31
NIFTY NEXT 50,18-MAR-2024,25.27,4.69,1.3
NIFTY NEXT 50,19-MAR-2024,24.83,4.61,1.34
NIFTY NEXT 50,20-MAR-2024,24.91,4.62,1.32
NIFTY NEXT 50,21-MAR-2024,25.49,4.73,1.23
NIFTY NEXT 50,22-MAR-2024,25.6,4.75,1.24
NIFTY NEXT 50,26-MAR-2024,25.87,4.8,1.22
NIFTY NEXT 50,27-MAR-2024,25.92,4.81,1.21
NIFTY NEXT 50,28-MAR-2024,22.43,4.31,1.33
NIFTY NEXT 50,01-APR-2024,22.8,4.38,1.3
NIFTY NEXT 50,02-APR-2024,23.03,4.42,1.29
NIFTY NEXT 50,03-APR-2024,23.1,4.43,1.29
NIFTY NEXT 50,04-APR-2024,23,4.41,1.29
NIFTY NEXT 50,05-APR-2024,23.2,4.45,1.28
NIFTY NEXT 50,08-APR-2024,23.31,4.47,1.13
NIFTY NEXT 50,09-APR-2024,23.23,4.46,1.13
NIFTY NEXT 50,10-APR-2024,23.43,4.5,1.12
NIFTY NEXT 50,12-APR-2024,23.34,4.48,1.13
NIFTY NEXT 50,15-APR-2024,22.94,4.4,1.15
NIFTY NEXT 50,16-APR-2024,22.96,4.41,1.15
NIFTY NEXT 50,18-APR-2024,22.94,4.4,1.15
NIFTY NEXT 50,19-APR-2024,22.9,4.4,1.15
NIFTY NEXT 50,22-APR-2024,23.19,4.45,1.14
NIFTY NEXT 50,23-APR-2024,23.24,4.46,1.13
NIFTY NEXT 50,24-APR-2024,23.42,4.49,1.12
NIFTY NEXT 50,25-APR-2024,23.58,4.52,1.12
NIFTY NEXT 50,26-APR-2024,23.74,4.55,1.11
NIFTY NEXT 50,29-APR-2024,23.96,4.58,1.1
NIFTY NEXT 50,30-APR-2024,24.06,4.61,1.1
NIFTY NEXT 50,02-MAY-2024,24.56,4.69,1.08
NIFTY NEXT 50,03-MAY-2024,24.47,4.67,1.09
NIFTY NEXT 50,06-MAY-2024,24.16,4.61,1.1
NIFTY NEXT 50,07-MAY-2024,23.79,4.54,1.12
NIFTY NEXT 50,08-MAY-2024,24.37,4.6,1.1
NIFTY NEXT 50,09-MAY-2024,23.87,4.5,1.13
NIFTY NEXT 50,10-MAY-2024,23.97,4.54,1.12
NIFTY NEXT 50,13-MAY-2024,24,4.57,1.11
NIFTY NEXT 50,14-MAY-2024,24.38,4.64,1.11
NIFTY NEXT 50,15-MAY-2024,24.4,4.66,1.11
NIFTY NEXT 50,16-MAY-2024,24.6,4.71,1.1
