Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY METAL,01-JAN-2020,10.18,1.19,4.37
NIFTY METAL,02-JAN-2020,10.45,1.22,4.26
NIFTY METAL,03-JAN-2020,10.38,1.21,4.29
NIFTY METAL,06-JAN-2020,10.07,1.17,4.42
NIFTY METAL,07-JAN-2020,10.15,1.18,4.39
NIFTY METAL,08-JAN-2020,10.08,1.17,4.42
NIFTY METAL,09-JAN-2020,10.22,1.19,4.36
NIFTY METAL,10-JAN-2020,10.35,1.2,4.31
NIFTY METAL,13-JAN-2020,10.47,1.22,4.26
NIFTY METAL,14-JAN-2020,10.57,1.23,4.22
NIFTY METAL,15-JAN-2020,10.64,1.24,4.19
NIFTY METAL,16-JAN-2020,10.51,1.22,4.24
NIFTY METAL,17-JAN-2020,10.43,1.21,4.27
NIFTY METAL,20-JAN-2020,10.35,1.2,4.31
NIFTY METAL,21-JAN-2020,10.23,1.19,4.37
NIFTY METAL,22-JAN-2020,10.08,1.17,4.44
NIFTY METAL,23-JAN-2020,10.12,1.17,4.42
NIFTY METAL,24-JAN-2020,10.22,1.19,4.37
NIFTY METAL,27-JAN-2020,10.15,1.15,4.51
NIFTY METAL,28-JAN-2020,9.9,1.12,4.63
NIFTY METAL,29-JAN-2020,9.99,1.13,4.59
NIFTY METAL,30-JAN-2020,9.85,1.11,4.65
NIFTY METAL,31-JAN-2020,9.63,1.09,4.76
NIFTY METAL,01-FEB-2020,9.29,1.05,4.93
NIFTY METAL,03-FEB-2020,9.42,1.06,4.87
NIFTY METAL,04-FEB-2020,10.83,1.1,4.72
NIFTY METAL,05-FEB-2020,11.1,1.13,4.59
NIFTY METAL,06-FEB-2020,11.19,1.14,4.55
NIFTY METAL,07-FEB-2020,11.32,1.15,4.51
NIFTY METAL,10-FEB-2020,11.26,1.11,4.65
NIFTY METAL,11-FEB-2020,11.47,1.12,4.61
NIFTY METAL,12-FEB-2020,12.72,1.13,4.59
NIFTY METAL,13-FEB-2020,12.64,1.12,4.62
NIFTY METAL,14-FEB-2020,12.51,1.11,4.68
NIFTY METAL,17-FEB-2020,12.6,1.1,4.73
NIFTY METAL,18-FEB-2020,12.45,1.08,4.79
NIFTY METAL,19-FEB-2020,12.62,1.1,4.73
NIFTY METAL,20-FEB-2020,12.72,1.11,4.69
NIFTY METAL,24-FEB-2020,12.03,1.05,4.96
