Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY FMCG,02-JAN-2023,40.54,10.73,1.8
NIFTY FMCG,03-JAN-2023,40.38,10.69,1.8
NIFTY FMCG,04-JAN-2023,40.11,10.61,1.82
NIFTY FMCG,05-JAN-2023,40.73,10.78,1.79
NIFTY FMCG,06-JAN-2023,40.74,10.78,1.79
NIFTY FMCG,09-JAN-2023,41.09,10.88,1.77
NIFTY FMCG,10-JAN-2023,40.94,10.83,1.78
NIFTY FMCG,11-JAN-2023,40.48,10.71,1.8
NIFTY FMCG,12-JAN-2023,40.33,10.67,1.81
NIFTY FMCG,13-JAN-2023,40.32,10.67,1.81
NIFTY FMCG,16-JAN-2023,40.37,10.68,1.8
NIFTY FMCG,17-JAN-2023,40.86,10.81,1.78
NIFTY FMCG,18-JAN-2023,41.02,10.85,1.78
NIFTY FMCG,19-JAN-2023,40.66,10.76,1.79
NIFTY FMCG,20-JAN-2023,40.15,10.66,1.81
NIFTY FMCG,23-JAN-2023,40.49,10.75,1.79
NIFTY FMCG,24-JAN-2023,40.54,10.76,1.79
NIFTY FMCG,25-JAN-2023,40.58,10.75,1.79
NIFTY FMCG,27-JAN-2023,40.77,10.8,1.78
NIFTY FMCG,30-JAN-2023,40.52,10.74,1.8
NIFTY FMCG,31-JAN-2023,40.74,10.79,1.79
NIFTY FMCG,01-FEB-2023,41.2,10.91,1.77
NIFTY FMCG,02-FEB-2023,42.13,11.16,1.73
NIFTY FMCG,03-FEB-2023,41.6,11.18,1.72
NIFTY FMCG,06-FEB-2023,41.76,11.24,1.68
NIFTY FMCG,07-FEB-2023,40.11,11.11,1.7
NIFTY FMCG,08-FEB-2023,40.09,11.11,1.69
NIFTY FMCG,09-FEB-2023,40,11.09,1.7
NIFTY FMCG,10-FEB-2023,39.84,11.04,1.7
NIFTY FMCG,13-FEB-2023,39.91,11.05,1.7
NIFTY FMCG,14-FEB-2023,40.32,11.16,1.22
NIFTY FMCG,15-FEB-2023,40.16,11.12,1.76
NIFTY FMCG,16-FEB-2023,40.15,11.11,1.77
NIFTY FMCG,17-FEB-2023,40.02,11.07,1.77
NIFTY FMCG,20-FEB-2023,39.92,11.05,1.78
NIFTY FMCG,21-FEB-2023,39.82,11.06,1.77
NIFTY FMCG,22-FEB-2023,39.7,11.02,1.78
NIFTY FMCG,23-FEB-2023,39.8,11.05,1.77
NIFTY FMCG,24-FEB-2023,39.66,11.02,1.78
NIFTY FMCG,27-FEB-2023,39.37,10.93,1.79
NIFTY FMCG,28-FEB-2023,39.29,10.91,1.8
NIFTY FMCG,01-MAR-2023,39.39,10.94,1.79
NIFTY FMCG,02-MAR-2023,39.19,10.88,1.8
NIFTY FMCG,03-MAR-2023,39.7,11.02,1.78
NIFTY FMCG,06-MAR-2023,39.82,11.06,1.77
NIFTY FMCG,08-MAR-2023,39.97,11.1,1.79
NIFTY FMCG,09-MAR-2023,39.57,10.99,1.81
NIFTY FMCG,10-MAR-2023,39.63,11.01,1.81
NIFTY FMCG,13-MAR-2023,39.3,10.91,1.82
NIFTY FMCG,14-MAR-2023,39.09,10.86,1.83
NIFTY FMCG,15-MAR-2023,38.87,10.79,1.84
NIFTY FMCG,16-MAR-2023,39.31,10.92,1.82
NIFTY FMCG,17-MAR-2023,39.21,10.89,1.83
NIFTY FMCG,20-MAR-2023,39.52,10.98,1.81
NIFTY FMCG,21-MAR-2023,39.26,10.9,1.83
NIFTY FMCG,22-MAR-2023,39.43,10.95,1.82
NIFTY FMCG,23-MAR-2023,39.57,10.99,1.81
NIFTY FMCG,24-MAR-2023,39.39,10.94,1.82
NIFTY FMCG,27-MAR-2023,39.5,10.97,1.82
NIFTY FMCG,28-MAR-2023,39.38,10.94,1.82
NIFTY FMCG,29-MAR-2023,39.71,11.03,1.81
NIFTY FMCG,31-MAR-2023,41.31,10.94,1.71
NIFTY FMCG,03-APR-2023,41.16,10.9,1.72
NIFTY FMCG,05-APR-2023,41.72,11.05,1.7
NIFTY FMCG,06-APR-2023,41.5,10.99,1.71
NIFTY FMCG,10-APR-2023,41.32,10.94,1.71
NIFTY FMCG,11-APR-2023,41.64,11.02,1.7
NIFTY FMCG,12-APR-2023,41.5,10.99,1.71
NIFTY FMCG,13-APR-2023,41.59,11.48,1.81
NIFTY FMCG,17-APR-2023,42.02,11.6,1.79
NIFTY FMCG,18-APR-2023,41.88,11.56,1.8
NIFTY FMCG,19-APR-2023,41.78,11.53,1.8
NIFTY FMCG,20-APR-2023,41.63,11.49,1.81
NIFTY FMCG,21-APR-2023,42,11.59,1.8
NIFTY FMCG,24-APR-2023,42.25,11.66,1.79
NIFTY FMCG,25-APR-2023,42.34,11.69,1.78
NIFTY FMCG,26-APR-2023,42.65,11.77,1.77
NIFTY FMCG,27-APR-2023,42.45,11.76,1.77
NIFTY FMCG,28-APR-2023,42.86,11.88,1.76
NIFTY FMCG,02-MAY-2023,42.6,11.86,1.76
NIFTY FMCG,03-MAY-2023,42.93,11.95,1.74
NIFTY FMCG,04-MAY-2023,42.74,11.94,1.75
NIFTY FMCG,05-MAY-2023,42.85,11.97,1.71
NIFTY FMCG,08-MAY-2023,43.26,12.06,1.7
