Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY SMALLCAP 50,02-JAN-2023,20.49,3.6,1.3
NIFTY SMALLCAP 50,03-JAN-2023,20.56,3.62,1.29
NIFTY SMALLCAP 50,04-JAN-2023,20.35,3.58,1.3
NIFTY SMALLCAP 50,05-JAN-2023,20.36,3.58,1.3
NIFTY SMALLCAP 50,06-JAN-2023,20.21,3.56,1.31
NIFTY SMALLCAP 50,09-JAN-2023,20.28,3.57,1.31
NIFTY SMALLCAP 50,10-JAN-2023,20.18,3.55,1.31
NIFTY SMALLCAP 50,11-JAN-2023,20.23,3.56,1.31
NIFTY SMALLCAP 50,12-JAN-2023,20.21,3.56,1.31
NIFTY SMALLCAP 50,13-JAN-2023,20.24,3.57,1.31
NIFTY SMALLCAP 50,16-JAN-2023,20.23,3.56,1.31
NIFTY SMALLCAP 50,17-JAN-2023,20.1,3.56,1.31
NIFTY SMALLCAP 50,18-JAN-2023,20.29,3.56,1.31
NIFTY SMALLCAP 50,19-JAN-2023,20.29,3.55,1.32
NIFTY SMALLCAP 50,20-JAN-2023,20.09,3.52,1.32
NIFTY SMALLCAP 50,23-JAN-2023,20.2,3.54,1.32
NIFTY SMALLCAP 50,24-JAN-2023,20.14,3.54,1.2
NIFTY SMALLCAP 50,25-JAN-2023,19.93,3.49,1.22
NIFTY SMALLCAP 50,27-JAN-2023,19.54,3.44,1.24
NIFTY SMALLCAP 50,30-JAN-2023,19.35,3.44,1.24
NIFTY SMALLCAP 50,31-JAN-2023,20.08,3.53,1.21
NIFTY SMALLCAP 50,01-FEB-2023,19.81,3.48,1.22
NIFTY SMALLCAP 50,02-FEB-2023,19.98,3.51,1.21
NIFTY SMALLCAP 50,03-FEB-2023,19.68,3.49,1.22
NIFTY SMALLCAP 50,06-FEB-2023,19.86,3.52,1.18
NIFTY SMALLCAP 50,07-FEB-2023,19.67,3.49,1.19
NIFTY SMALLCAP 50,08-FEB-2023,19.81,3.51,1.19
NIFTY SMALLCAP 50,09-FEB-2023,20.22,3.52,1.19
NIFTY SMALLCAP 50,10-FEB-2023,20.37,3.54,1.18
NIFTY SMALLCAP 50,13-FEB-2023,20.01,3.48,1.82
NIFTY SMALLCAP 50,14-FEB-2023,20.14,3.47,1.82
NIFTY SMALLCAP 50,15-FEB-2023,20.23,3.48,1.85
NIFTY SMALLCAP 50,16-FEB-2023,20.42,3.51,1.87
NIFTY SMALLCAP 50,17-FEB-2023,20.5,3.53,1.86
NIFTY SMALLCAP 50,20-FEB-2023,20.4,3.52,1.88
NIFTY SMALLCAP 50,21-FEB-2023,20.34,3.5,1.88
NIFTY SMALLCAP 50,22-FEB-2023,20.06,3.46,1.92
NIFTY SMALLCAP 50,23-FEB-2023,20.14,3.47,1.89
NIFTY SMALLCAP 50,24-FEB-2023,20.12,3.47,2
NIFTY SMALLCAP 50,27-FEB-2023,19.83,3.42,2.03
NIFTY SMALLCAP 50,28-FEB-2023,19.83,3.42,2.03
NIFTY SMALLCAP 50,01-MAR-2023,20.09,3.46,2
NIFTY SMALLCAP 50,02-MAR-2023,20.06,3.46,2
NIFTY SMALLCAP 50,03-MAR-2023,20.21,3.48,1.99
NIFTY SMALLCAP 50,06-MAR-2023,20.45,3.52,1.97
NIFTY SMALLCAP 50,08-MAR-2023,20.49,3.53,1.96
NIFTY SMALLCAP 50,09-MAR-2023,20.39,3.51,1.97
NIFTY SMALLCAP 50,10-MAR-2023,20.21,3.48,1.99
NIFTY SMALLCAP 50,13-MAR-2023,19.76,3.4,2.04
NIFTY SMALLCAP 50,14-MAR-2023,19.6,3.38,2.05
NIFTY SMALLCAP 50,15-MAR-2023,19.74,3.4,2.04
NIFTY SMALLCAP 50,16-MAR-2023,19.66,3.39,2.04
NIFTY SMALLCAP 50,17-MAR-2023,19.84,3.42,2.03
NIFTY SMALLCAP 50,20-MAR-2023,19.7,3.39,2.04
NIFTY SMALLCAP 50,21-MAR-2023,19.88,3.43,2.02
NIFTY SMALLCAP 50,22-MAR-2023,20.01,3.45,2.01
NIFTY SMALLCAP 50,23-MAR-2023,19.95,3.44,2.01
NIFTY SMALLCAP 50,24-MAR-2023,19.66,3.39,2.04
NIFTY SMALLCAP 50,27-MAR-2023,19.33,3.33,2.08
NIFTY SMALLCAP 50,28-MAR-2023,19.19,3.31,2.09
NIFTY SMALLCAP 50,29-MAR-2023,19.42,3.35,2.07
NIFTY SMALLCAP 50,31-MAR-2023,16.24,2.93,2.28
NIFTY SMALLCAP 50,03-APR-2023,16.35,2.94,2.27
NIFTY SMALLCAP 50,05-APR-2023,16.42,2.96,2.26
NIFTY SMALLCAP 50,06-APR-2023,16.55,2.98,2.27
NIFTY SMALLCAP 50,10-APR-2023,16.66,3,2.25
NIFTY SMALLCAP 50,11-APR-2023,16.76,3.02,2.23
NIFTY SMALLCAP 50,12-APR-2023,16.85,3.04,2.22
NIFTY SMALLCAP 50,13-APR-2023,16.92,3.37,2.21
NIFTY SMALLCAP 50,17-APR-2023,16.94,3.37,2.21
NIFTY SMALLCAP 50,18-APR-2023,17.05,3.39,2.19
NIFTY SMALLCAP 50,19-APR-2023,16.9,3.37,2.15
NIFTY SMALLCAP 50,20-APR-2023,16.91,3.37,2.15
NIFTY SMALLCAP 50,21-APR-2023,16.88,3.37,2.16
NIFTY SMALLCAP 50,24-APR-2023,16.98,3.39,2.14
NIFTY SMALLCAP 50,25-APR-2023,17.07,3.41,2.13
NIFTY SMALLCAP 50,26-APR-2023,17.15,3.43,2.12
NIFTY SMALLCAP 50,27-APR-2023,17.29,3.46,2.1
NIFTY SMALLCAP 50,28-APR-2023,17.05,3.07,2.02
NIFTY SMALLCAP 50,02-MAY-2023,17.09,3.09,2.01
NIFTY SMALLCAP 50,03-MAY-2023,17.01,3.08,2.01
NIFTY SMALLCAP 50,04-MAY-2023,17.09,3.1,2
NIFTY SMALLCAP 50,05-MAY-2023,16.94,3.08,2.02
NIFTY SMALLCAP 50,08-MAY-2023,17.41,3.1,2
NIFTY SMALLCAP 50,09-MAY-2023,17.38,3.1,2.01
NIFTY SMALLCAP 50,10-MAY-2023,17.39,3.1,2.01
NIFTY SMALLCAP 50,11-MAY-2023,17.5,3.11,2
NIFTY SMALLCAP 50,12-MAY-2023,17.36,3.09,2.01
NIFTY SMALLCAP 50,15-MAY-2023,17.51,3.12,2
NIFTY SMALLCAP 50,16-MAY-2023,17.35,3.11,2
NIFTY SMALLCAP 50,17-MAY-2023,17.55,3.11,2
NIFTY SMALLCAP 50,18-MAY-2023,17.48,3.09,2.01
NIFTY SMALLCAP 50,19-MAY-2023,17.46,3.09,2.01
NIFTY SMALLCAP 50,22-MAY-2023,17.76,3.11,2
NIFTY SMALLCAP 50,23-MAY-2023,17.77,3.11,1.98
NIFTY SMALLCAP 50,24-MAY-2023,17.75,3.1,2
NIFTY SMALLCAP 50,25-MAY-2023,17.79,3.12,1.99
NIFTY SMALLCAP 50,26-MAY-2023,18.29,3.15,1.97
NIFTY SMALLCAP 50,29-MAY-2023,18.36,3.15,1.96
NIFTY SMALLCAP 50,30-MAY-2023,18.51,3.16,1.95
NIFTY SMALLCAP 50,31-MAY-2023,18.76,3.2,1.93
