Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY MIDCAP 50,01-JAN-2020,23.5,2.17,1.34
NIFTY MIDCAP 50,02-JAN-2020,23.92,2.21,1.31
NIFTY MIDCAP 50,03-JAN-2020,23.72,2.19,1.33
NIFTY MIDCAP 50,06-JAN-2020,23.14,2.13,1.36
NIFTY MIDCAP 50,07-JAN-2020,23.31,2.15,1.35
NIFTY MIDCAP 50,08-JAN-2020,23.37,2.16,1.35
NIFTY MIDCAP 50,09-JAN-2020,23.77,2.19,1.32
NIFTY MIDCAP 50,10-JAN-2020,23.88,2.2,1.32
NIFTY MIDCAP 50,13-JAN-2020,24.07,2.22,1.31
NIFTY MIDCAP 50,14-JAN-2020,24.26,2.24,1.3
NIFTY MIDCAP 50,15-JAN-2020,24.55,2.26,1.28
NIFTY MIDCAP 50,16-JAN-2020,24.78,2.29,1.27
NIFTY MIDCAP 50,17-JAN-2020,24.87,2.29,1.26
NIFTY MIDCAP 50,20-JAN-2020,24.7,2.27,1.28
NIFTY MIDCAP 50,21-JAN-2020,24.53,2.27,1.27
NIFTY MIDCAP 50,22-JAN-2020,24.44,2.2,1.3
NIFTY MIDCAP 50,23-JAN-2020,25.01,2.22,1.29
NIFTY MIDCAP 50,24-JAN-2020,25.17,2.24,1.28
NIFTY MIDCAP 50,27-JAN-2020,25.04,2.23,1.29
NIFTY MIDCAP 50,28-JAN-2020,24.94,2.19,1.3
NIFTY MIDCAP 50,29-JAN-2020,24.9,2.2,1.29
NIFTY MIDCAP 50,30-JAN-2020,24.93,2.18,1.3
NIFTY MIDCAP 50,31-JAN-2020,24.63,2.15,1.31
NIFTY MIDCAP 50,01-FEB-2020,23.86,2.09,1.35
NIFTY MIDCAP 50,03-FEB-2020,24.46,2.12,1.33
NIFTY MIDCAP 50,04-FEB-2020,24.17,2.15,1.32
NIFTY MIDCAP 50,05-FEB-2020,24.13,2.17,1.3
NIFTY MIDCAP 50,06-FEB-2020,24.34,2.19,1.29
NIFTY MIDCAP 50,07-FEB-2020,24.35,2.2,1.29
NIFTY MIDCAP 50,10-FEB-2020,24.02,2.17,1.3
NIFTY MIDCAP 50,11-FEB-2020,24.54,2.16,1.31
NIFTY MIDCAP 50,12-FEB-2020,24.55,2.16,1.31
NIFTY MIDCAP 50,13-FEB-2020,24.37,2.15,1.31
NIFTY MIDCAP 50,14-FEB-2020,24.65,2.14,1.32
NIFTY MIDCAP 50,17-FEB-2020,24.51,2.12,1.33
NIFTY MIDCAP 50,18-FEB-2020,24.39,2.11,1.34
NIFTY MIDCAP 50,19-FEB-2020,24.78,2.14,1.32
NIFTY MIDCAP 50,20-FEB-2020,24.9,2.15,1.31
NIFTY MIDCAP 50,24-FEB-2020,24.32,2.1,1.34
NIFTY MIDCAP 50,25-FEB-2020,24.29,2.1,1.35
NIFTY MIDCAP 50,26-FEB-2020,23.98,2.07,1.36
NIFTY MIDCAP 50,27-FEB-2020,23.76,2.05,1.38
NIFTY MIDCAP 50,28-FEB-2020,22.83,1.97,1.43
NIFTY MIDCAP 50,02-MAR-2020,22.58,1.95,1.45
NIFTY MIDCAP 50,03-MAR-2020,23.05,1.99,1.42
NIFTY MIDCAP 50,04-MAR-2020,22.74,1.96,1.44
NIFTY MIDCAP 50,05-MAR-2020,22.78,1.97,1.44
NIFTY MIDCAP 50,06-MAR-2020,22.13,1.91,1.48
NIFTY MIDCAP 50,09-MAR-2020,21.01,1.81,1.56
NIFTY MIDCAP 50,11-MAR-2020,20.84,1.8,1.57
NIFTY MIDCAP 50,12-MAR-2020,19.07,1.65,1.71
NIFTY MIDCAP 50,13-MAR-2020,19.81,1.71,1.65
NIFTY MIDCAP 50,16-MAR-2020,18.43,1.59,1.77
NIFTY MIDCAP 50,17-MAR-2020,17.99,1.55,1.82
NIFTY MIDCAP 50,17-MAR-2020,17.99,1.55,1.82
NIFTY MIDCAP 50,18-MAR-2020,17.03,1.47,1.92
NIFTY MIDCAP 50,19-MAR-2020,16.36,1.41,2
NIFTY MIDCAP 50,20-MAR-2020,17.27,1.49,1.89
NIFTY MIDCAP 50,23-MAR-2020,14.7,1.27,2.23
