Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY IT,01-JAN-2025,34.06,8.98,1.9
NIFTY IT,02-JAN-2025,34.83,9.19,1.86
NIFTY IT,03-JAN-2025,34.34,9.06,1.89
NIFTY IT,06-JAN-2025,34.3,9.05,1.89
NIFTY IT,07-JAN-2025,34.06,8.98,1.9
NIFTY IT,08-JAN-2025,34.27,9.04,1.89
NIFTY IT,09-JAN-2025,33.87,8.93,1.92
NIFTY IT,10-JAN-2025,35.03,9.24,1.85
NIFTY IT,13-JAN-2025,34.31,9.11,1.88
NIFTY IT,14-JAN-2025,33.58,8.92,1.92
NIFTY IT,15-JAN-2025,33.79,8.99,1.9
NIFTY IT,16-JAN-2025,33.62,8.95,1.91
NIFTY IT,17-JAN-2025,32.72,8.71,2.51
NIFTY IT,20-JAN-2025,32.6,8.74,2.27
NIFTY IT,21-JAN-2025,31.75,8.64,2.3
NIFTY IT,22-JAN-2025,32.43,8.82,2.25
NIFTY IT,23-JAN-2025,33.01,8.98,2.21
NIFTY IT,24-JAN-2025,33.08,9.01,2.19
NIFTY IT,27-JAN-2025,31.93,8.71,2.27
NIFTY IT,28-JAN-2025,31.7,8.65,2.44
NIFTY IT,29-JAN-2025,32.53,8.87,2.38
NIFTY IT,30-JAN-2025,32.16,8.77,2.41
NIFTY IT,31-JAN-2025,32.33,8.82,2.41
NIFTY IT,01-FEB-2025,31.85,8.69,2.45
NIFTY IT,03-FEB-2025,32.07,8.75,2.43
NIFTY IT,04-FEB-2025,32.48,8.86,2.4
NIFTY IT,05-FEB-2025,32.51,8.87,2.39
NIFTY IT,06-FEB-2025,32.61,8.9,2.38
NIFTY IT,07-FEB-2025,32.53,8.88,2.39
NIFTY IT,10-FEB-2025,32.28,8.81,2.4
NIFTY IT,11-FEB-2025,31.81,8.68,2.44
NIFTY IT,12-FEB-2025,31.63,8.63,2.45
NIFTY IT,13-FEB-2025,31.31,8.54,2.48
NIFTY IT,14-FEB-2025,31.31,8.54,2.48
NIFTY IT,17-FEB-2025,31.13,8.49,2.49
NIFTY IT,18-FEB-2025,31.43,8.57,2.47
NIFTY IT,19-FEB-2025,31.02,8.46,2.5
NIFTY IT,20-FEB-2025,30.97,8.45,2.51
NIFTY IT,21-FEB-2025,30.73,8.38,2.53
